text,category,source
Ap gedara unsafe vela.,shelter,synthetic
Apee gedara unsafe wela.,shelter,synthetic
Shelter location eekak dannawada?,shelter,synthetic
Shelter location ekaak dannawada?,shelter,synthetic
Sheltr location ekaak dannawada?,shelter,synthetic
Shelteer location ekaak dannawada?,shelter,synthetic
Evacuation centr eka kohda?,shelter,synthetic
Evacuation center eca kohda?,shelter,synthetic
Evacuation centher eka koheda?,shelter,synthetic
Evacuation centr eka koheda?,shelter,synthetic
Api dan shelter ekak hoyanawa.,shelter,synthetic
Api dan shelter ekak hoyanwa.,shelter,synthetic
Api dan shelter ecak hoyanaawa.,shelter,synthetic
Api dan shelter eekak hoyanaawa.,shelter,synthetic
arakshitha kadauru khedh thynn .,shelter,synthetic
arakshitha kadauru khed tynne .,shelter,synthetic
arakshitha kdauru kheed thynne .,shelter,synthetic
arakshita kadauru khed thynne .,shelter,synthetic
Gedara rooof eka damage wela.,shelter,synthetic
Gedara roof eka dhamage vela.,shelter,synthetic
Gedara roof eka damage wel.,shelter,synthetic
Gedara rooof eka damaage wela.,shelter,synthetic
Shelter ekak denna puluwandha?,shelter,synthetic
Shelter ekak dhenna puluwanda?,shelter,synthetic
Shlter ekak denn puluwanda?,shelter,synthetic
Shelter ekak dennaa puluuwanda?,shelter,synthetic
Family 6 denekta shlter one.,shelter,synthetic
Faamily 6 denekta shelter one.,shelter,synthetic
Family 6 denektaa shelter one.,shelter,synthetic
Family 6 denekta sheelter one.,shelter,synthetic
Api safe place ekakata aran yanna plwand .,shelter,synthetic
Api safe placee ekakata aran yanna plwand .,shelter,synthetic
Api safe place ekakata aran yanna plwand .,shelter,synthetic
Api saf place ekakata aran yanna plwand .,shelter,synthetic
Gedara wathura purila.,shelter,synthetic
Geedara watura purila.,shelter,synthetic
Geedara watura purila.,shelter,synthetic
Gedara watura puril.,shelter,synthetic
Night eka innata plake nee.,shelter,synthetic
Nighth eka innata place ne.,shelter,synthetic
Nght eka innata place ne.,shelter,synthetic
Night eka innata plaace ne.,shelter,synthetic
sahana kadauru khd tynne .,shelter,synthetic
sahana kadaauru khed thynne .,shelter,synthetic
sahana kadauruu khed thynne .,shelter,synthetic
sahana kadauru khed tynne .,shelter,synthetic
Safe room ecak one.,shelter,synthetic
Safe room ekak one.,shelter,synthetic
Safe room ekak onee.,shelter,synthetic
Saf room ekaak one.,shelter,synthetic
Ape gedara athule dangr.,shelter,synthetic
Ape gedara athulee danger.,shelter,synthetic
Ape gedhara athule dhanger.,shelter,synthetic
Apee gedaraa athule danger.,shelter,synthetic
Shelter hlp one urgently.,shelter,synthetic
Shelteer help one urgntly.,shelter,synthetic
Shlter help one urgently.,shelter,synthetic
Shelteer help one urgently.,shelter,synthetic
Api evacues laa.,shelter,synthetic
Api evacuees la.,shelter,synthetic
Apii evacuees l.,shelter,synthetic
Apii evacuees la.,shelter,synthetic
Shelter ekk oopen karalada?,shelter,synthetic
Shelther ekak open karaladha?,shelter,synthetic
Shelter ekak open karalad?,shelter,synthetic
Shelter ekak open karalada?,shelter,synthetic
Me area eke safe shelter tiyenawada?,shelter,synthetic
Me ara eke safe shelther thiyenawada?,shelter,synthetic
Mee area eke safe shelter thiyenawada?,shelter,synthetic
Me area eke safe shelther thiyenawada?,shelter,synthetic
"Kids l innawa, shelter one.",shelter,synthetic
"Kds la innava, shelter one.",shelter,synthetic
"Kidhs la innawa, shelter on.",shelter,synthetic
"Kds la innawa, shelter one.",shelter,synthetic
"Old peopl innawa, safe plaace one.",shelter,synthetic
"Old people innawa, safe place onee.",shelter,synthetic
"Old people innawa, safe place one.",shelter,synthetic
"Old people innawa, safe plake one.",shelter,synthetic
Gedhara thiyenna ba.,shelter,synthetic
Gedara tiyenna ba.,shelter,synthetic
Gedara thiiyenna ba.,shelter,synthetic
Gedara tiyenna ba.,shelter,synthetic
Apit arakshith thaankt yanna one.,shelter,synthetic
Apit arakshitha thankt yaanna one.,shelter,synthetic
Apt arakshitha thankt yanna oone.,shelter,synthetic
Apit arakshitha thnkt yanna one.,shelter,synthetic
Safe place ekak hoyala denna.,shelter,synthetic
Safe place ekak hoyala dhenna.,shelter,synthetic
Saafe place ecak hoyala denna.,shelter,synthetic
Safe place ecak hoyala denna.,shelter,synthetic
Rain eeka nisa shelther one.,shelter,synthetic
Raain eka nisa shelter on.,shelter,synthetic
Rain eka nisa shelter one.,shelter,synthetic
Rain eka nisa shlter one.,shelter,synthetic
Family ekataa temporary plake one.,shelter,synthetic
Family ekatha temporary plaace one.,shelter,synthetic
Fmily ekata temporary place onee.,shelter,synthetic
Family ekta temporary placee one.,shelter,synthetic
Ape house eka collapse wennaa waage.,shelter,synthetic
Ape house eka kollapse wenna wage.,shelter,synthetic
Apee house eka collapse wenna wage.,shelter,synthetic
Ap house eka collapse wenna wage.,shelter,synthetic
arakshitha kaandaurat ynna transport one.,shelter,synthetic
arakshitha kandaurat ynn transport one.,shelter,synthetic
arakshitha kandaaurat ynna transpoort one.,shelter,synthetic
arakshitha kandaurat ynna thransport one.,shelter,synthetic
Apii dan safe place ekak hoyanawaa.,shelter,synthetic
Api dn safe place ekak hoyanava.,shelter,synthetic
Api dan safe place ekk hoyanawa.,shelter,synthetic
Api dan safe plac ekak hoyanawa.,shelter,synthetic
Evacuation center ekata yanna one.,shelter,synthetic
Evacution centeer ekata yanna one.,shelter,synthetic
Evacuation ceenter ekta yanna one.,shelter,synthetic
Evacuation center ekata yanna onee.,shelter,synthetic
Shelter ekak tiyenawanam ciyanna.,shelter,synthetic
Shelter eekak thiyenawaanam kiyanna.,shelter,synthetic
Shelteer ekak thiyenawanam kiynna.,shelter,synthetic
Shlter ekak thiyenawanam kiyanna.,shelter,synthetic
Gedara loku damagee ecak wela.,shelter,synthetic
Gedhara loku damage ekak vela.,shelter,synthetic
Gedhara loku damage ekak wela.,shelter,synthetic
Gedhara lok damage ekak wela.,shelter,synthetic
Safe buildhing ekak one immediathely.,shelter,synthetic
Safe building ekk on immediately.,shelter,synthetic
Safe building ekk one immediately.,shelter,synthetic
Safe building eekak one immediately.,shelter,synthetic
Apit innata thanak hoyala denna.,shelter,synthetic
Apit iinnata thanak hoyala denna.,shelter,synthetic
Apit innata thanak hoyaala denna.,shelter,synthetic
Apit innat thanak hoyala denna.,shelter,synthetic
"Wathura enawa, shelter one.",shelter,synthetic
"Watura enawa, sheelter one.",shelter,synthetic
"Wathura enava, shelter one.",shelter,synthetic
"Watura enava, shelter on.",shelter,synthetic
Ape area eke inn arakshitha thanak nee.,shelter,synthetic
Ape area eke inn arakshith thanak ne.,shelter,synthetic
Ape area eke inn arakshitha thanak ne.,shelter,synthetic
Ape area eke inn arakshitha thank ne.,shelter,synthetic
Shelther ekta family eka aran yanna.,shelter,synthetic
Shelter ekata family eca aran yanna.,shelter,synthetic
Shelter eekata family eka arn yanna.,shelter,synthetic
Shelter ekta family eca aran yanna.,shelter,synthetic
Safe accommodation one pleaase.,shelter,synthetic
Safe accommodation one pleease.,shelter,synthetic
Safe accommodation one please.,shelter,synthetic
Safe accommodation one please.,shelter,synthetic
Ape fmily eka homeless wla.,shelter,synthetic
Ape family ek homeless wela.,shelter,synthetic
Ape family eka homeless wela.,shelter,synthetic
Ape family eeka homeless vela.,shelter,synthetic
Shelter supporth one.,shelter,synthetic
Shelteer support onee.,shelter,synthetic
Shelter spport one.,shelter,synthetic
Shelter support on.,shelter,synthetic
Kids saha elders ekka shlter on.,shelter,synthetic
Kids saha elders ekka shelter one.,shelter,synthetic
Kidhs saha eldhers ekka shelter one.,shelter,synthetic
Kids saha elders ecka shelter one.,shelter,synthetic
Api dhan gedarin eliyata awa.,shelter,synthetic
Api dan gedarin eliyat awa.,shelter,synthetic
Api dan gedarin eliyata awa.,shelter,synthetic
Api dan gedarin elyata ava.,shelter,synthetic
Safe place ekakata yanna help karanna.,shelter,synthetic
Saafe place ekakata yanna heelp karanna.,shelter,synthetic
Safe place ekakata yannaa help karanna.,shelter,synthetic
Safe place ekakata yanna help karaanna.,shelter,synthetic
Urgently safe plake eck one.,shelter,synthetic
Urgently safe place ekk on.,shelter,synthetic
Urgeently safe place eck one.,shelter,synthetic
Urgently safe place eekk one.,shelter,synthetic
Food one please.,food/water,synthetic
Food one plase.,food/water,synthetic
Food one please.,food/water,synthetic
Fod on please.,food/water,synthetic
Bonna wathura na.,food/water,synthetic
Bonna waturaa na.,food/water,synthetic
Bonna watur na.,food/water,synthetic
Bonna waturaa n.,food/water,synthetic
Ape family ekta food one.,food/water,synthetic
Ape family ekata food one.,food/water,synthetic
Ape family ekat foodh one.,food/water,synthetic
Ape famiily ekata food one.,food/water,synthetic
Drnking water urgently one.,food/water,synthetic
Drinking wateer urgenthly one.,food/water,synthetic
Drincing water urgently on.,food/water,synthetic
Drinking wter urgenthly one.,food/water,synthetic
Kann deyak ne me gedra.,food/water,synthetic
Kanna deyak n me gedara.,food/water,synthetic
Kann deyak nee me gedara.,food/water,synthetic
Kanna deyak ne me gedara.,food/water,synthetic
Watra bottle tikak oone.,food/water,synthetic
Waatura bottle tikak one.,food/water,synthetic
Wtura bottle tikak on.,food/water,synthetic
Waturaa bottle thikak one.,food/water,synthetic
Lamai godak innwa apit kama parcel tkk ewnn plwnd .,food/water,synthetic
Lamai godak innw apit kama parcel tkk ewnn plwnd .,food/water,synthetic
Lamai godak innwa apit kama parcel tkk ewnn plwndh .,food/water,synthetic
Lamai godak innwa apt kama parcel tkk ewnn plwnd .,food/water,synthetic
Food saha water help oone.,food/water,synthetic
Foodh saha water help one.,food/water,synthetic
Fod saha wather help one.,food/water,synthetic
Food saha wather help one.,food/water,synthetic
Apit dawas dekak kanna naa.,food/water,synthetic
Apit dawas dekak kanna na.,food/water,synthetic
Apit daws dekak kanna na.,food/water,synthetic
Apit dawas deekak kanna na.,food/water,synthetic
Clean wather on please.,food/water,synthetic
Clen wather one please.,food/water,synthetic
Clean wter one please.,food/water,synthetic
Clen water one please.,food/water,synthetic
Ape area ekat food ewanna.,food/water,synthetic
Ape area ekat fod ewanna.,food/water,synthetic
Ape ara ekata food ewanna.,food/water,synthetic
Ape areaa ekata food ewanna.,food/water,synthetic
Waatura ganna widihak ne.,food/water,synthetic
Wathura ganna widihak nee.,food/water,synthetic
Watura ganna widhihak ne.,food/water,synthetic
Wathura ganna widhihak ne.,food/water,synthetic
Kama oookm tika iwara wela.,food/water,synthetic
Kama ookm tika iiwara wela.,food/water,synthetic
Kama ookm tka iwara wela.,food/water,synthetic
Kama ookm tika iwaraa wela.,food/water,synthetic
Drinking water hoyaganna b.,food/water,synthetic
Drinking water hoyaganna b.,food/water,synthetic
Drinking water hoyganna ba.,food/water,synthetic
Drinking wter hoyaganna ba.,food/water,synthetic
Family ekata dry food one.,food/water,synthetic
Famiily ekata dry food one.,food/water,synthetic
Family ekata dhry food one.,food/water,synthetic
Faamily ekata dry fod one.,food/water,synthetic
Baaby food one urgeent.,food/water,synthetic
Baby food one urgeent.,food/water,synthetic
Baby foodh one urgnt.,food/water,synthetic
Baaby food one urgent.,food/water,synthetic
Water supply eca ne.,food/water,synthetic
Water supply eka ne.,food/water,synthetic
Watr supply eka ne.,food/water,synthetic
Water supply eka nee.,food/water,synthetic
Rice sah water one.,food/water,synthetic
Rice saha wather one.,food/water,synthetic
Rice sha water one.,food/water,synthetic
Rice saha water one.,food/water,synthetic
Food pckets tikak ewnn plwnd .,food/water,synthetic
Food packets thikak ewnn plwndh .,food/water,synthetic
Food packeets tikak ewnn plwnd .,food/water,synthetic
Food packets tikak ewnn plwndh .,food/water,synthetic
Api fod nathiwa inne.,food/water,synthetic
Api food natiwa inne.,food/water,synthetic
Apii food naathiwa inne.,food/water,synthetic
Ap food nathiwa inne.,food/water,synthetic
Clean drinking watr one.,food/water,synthetic
Clean drinking wateer one.,food/water,synthetic
Clean drinking wter one.,food/water,synthetic
Clean drinkiing water one.,food/water,synthetic
Laamai tiika hungry.,food/water,synthetic
Lmai tika huungry.,food/water,synthetic
Lamai tika huungry.,food/water,synthetic
Lamaai tika hungry.,food/water,synthetic
Food dstribution ekak thiyenawada?,food/water,synthetic
Foodh distribution ekak thiiyenawada?,food/water,synthetic
Food disthribution ekak thiyenawada?,food/water,synthetic
Fod distribution ekak thiyeenawada?,food/water,synthetic
Watuura boottles ewanna puluwanda?,food/water,synthetic
Wathura bottles ewanna pulwanda?,food/water,synthetic
Watura bottles ewnna puluwanda?,food/water,synthetic
Watura bothtles ewanna puluwanda?,food/water,synthetic
Apee gedara food naa.,food/water,synthetic
Ape gedaraa foodh na.,food/water,synthetic
Apee gedara food n.,food/water,synthetic
Ape gedhara food na.,food/water,synthetic
Knna dheyak hoyaganna ba.,food/water,synthetic
Kannaa deyak hoyaganna ba.,food/water,synthetic
Kanna deyk hoyaganna ba.,food/water,synthetic
Kanna dyak hoyaganna b.,food/water,synthetic
Watr thank eka damage wela.,food/water,synthetic
Water taank eka dmage wela.,food/water,synthetic
Water tank ekaa damage wela.,food/water,synthetic
Waater tank ek damage wela.,food/water,synthetic
Foodh supplies one urgently.,food/water,synthetic
Food supplies on urgently.,food/water,synthetic
Foood supplies oone urgently.,food/water,synthetic
Food supplies on urgenthly.,food/water,synthetic
podi daruwo innwa . milk powder on.,food/water,synthetic
podi darwo innwa . mlk powder one.,food/water,synthetic
podi daruwo innwa . milc powder onee.,food/water,synthetic
poodi daruwo innwa . milk powder one.,food/water,synthetic
Drinking water natiwa inne.,food/water,synthetic
Drinking water naathiwa inn.,food/water,synthetic
Drincing wather nathiwa inne.,food/water,synthetic
Drinking water natiwa inn.,food/water,synthetic
Food ekak aran enna puluwandha?,food/water,synthetic
Food ekak aran enna puluwanda?,food/water,synthetic
Food ekak aran ennaa puluwanda?,food/water,synthetic
Food ekak aran eenna puuluwanda?,food/water,synthetic
"Api 6 denek inn, kama one.",food/water,synthetic
"Api 6 denk inne, kama one.",food/water,synthetic
"Api 6 denek iinne, kama one.",food/water,synthetic
"Api 6 denek inne, kama onee.",food/water,synthetic
Watura sha knna tikak one.,food/water,synthetic
Wathura saha cnna tikak one.,food/water,synthetic
Watuura saha cnna tikak one.,food/water,synthetic
Wathura saha knna tkak one.,food/water,synthetic
Kanna food tikak hoyala dhenna.,food/water,synthetic
Kanna food tikk hoyala denna.,food/water,synthetic
Kanna food tikak hoyala dhenna.,food/water,synthetic
Kanna food tikak hoyala dennaa.,food/water,synthetic
Clean water awailable daa?,food/water,synthetic
Clean water avaiilable dha?,food/water,synthetic
Clan water available da?,food/water,synthetic
Clean water available d?,food/water,synthetic
Ape fmily eca hungry.,food/water,synthetic
Ape family ek hngry.,food/water,synthetic
Ape family eka huungry.,food/water,synthetic
Ape family eca hungry.,food/water,synthetic
"Rike, dhal saha water onee.",food/water,synthetic
"Rice, dhal saha wter one.",food/water,synthetic
"Rice, dhl saha water one.",food/water,synthetic
"Rice, dhal saha wather one.",food/water,synthetic
Food relieef ekak one.,food/water,synthetic
Fod relief ekak one.,food/water,synthetic
Food relief ekak on.,food/water,synthetic
Food relief ecak on.,food/water,synthetic
Water bottles on please.,food/water,synthetic
Water boottles one please.,food/water,synthetic
Wateer bottlees one please.,food/water,synthetic
Water bottls one plese.,food/water,synthetic
Food sthock eka iwara wela.,food/water,synthetic
Food stock eka iwar wela.,food/water,synthetic
Food stock eeka iwra wela.,food/water,synthetic
Food sthock eka iwara vela.,food/water,synthetic
Drinking water supply karaanna.,food/water,synthetic
Drinkng water supply caranna.,food/water,synthetic
Drnking water suupply karanna.,food/water,synthetic
Driinking water suupply karanna.,food/water,synthetic
Kids la hngry inne.,food/water,synthetic
Kids la hungry inn.,food/water,synthetic
Kids la hungry innee.,food/water,synthetic
Kiids la hungry inne.,food/water,synthetic
Food and waater urgntly needed.,food/water,synthetic
Foood and water urgently needhed.,food/water,synthetic
Food and waater urgently needhed.,food/water,synthetic
Fod and water urgently needed.,food/water,synthetic
Ape area ekata dry raations on.,food/water,synthetic
Ape area ekata dry rations onee.,food/water,synthetic
Ap area ekat dry rations one.,food/water,synthetic
Ape areaa ekata dhry rations one.,food/water,synthetic
aapit Kanna bonna dewal n.,food/water,synthetic
apith Kanna bonna dewal ne.,food/water,synthetic
apit Kanna bonna deewal ne.,food/water,synthetic
apit Kann bonna dewal ne.,food/water,synthetic
Water bottle ekaak wath ne.,food/water,synthetic
Water bottle ekak wat ne.,food/water,synthetic
Water bttle ekak wath ne.,food/water,synthetic
Water boottle ekak wath ne.,food/water,synthetic
Food reelief center eka koheda?,food/water,synthetic
Foodh rlief center eka koheda?,food/water,synthetic
Food relief ceenter eka koheda?,food/water,synthetic
Food relief centher eka kohedha?,food/water,synthetic
Family ekat dry food one.,food/water,synthetic
Family ekata dry food one.,food/water,synthetic
Family ekatha dry food one.,food/water,synthetic
Family ekata dry foodh one.,food/water,synthetic
Safe drinking wter one.,food/water,synthetic
Safe drnking water one.,food/water,synthetic
Safe drnking water one.,food/water,synthetic
Safe dhrinking wateer one.,food/water,synthetic
Food packets distribte karanawad?,food/water,synthetic
Foodh packets distribute kaaranawada?,food/water,synthetic
Foood packets distribute karanawadaa?,food/water,synthetic
Food packets diistribute karanawada?,food/water,synthetic
apit viiyali ahara ewnn .,food/water,synthetic
apit wiyali ahara ewnn .,food/water,synthetic
apit vyali ahara ewnn .,food/water,synthetic
apit viiyali ahara ewnn .,food/water,synthetic
Watura bonna pluwan ekak one.,food/water,synthetic
Watura bonna puluwaan ekaak one.,food/water,synthetic
Waatura bonna puluwan ekak one.,food/water,synthetic
Watura bonn puluwaan ekak one.,food/water,synthetic
Baby miilk saha fod one.,food/water,synthetic
Baby milk saha fod one.,food/water,synthetic
Baby milk saha food on.,food/water,synthetic
Baby milk saha food one.,food/water,synthetic
Rice tiikak har ewanna.,food/water,synthetic
Riice tikak harii ewanna.,food/water,synthetic
Rike tikak hari ewanna.,food/water,synthetic
Rice thikak hari ewanna.,food/water,synthetic
Foood supplies tikk one.,food/water,synthetic
Food supplies thikak onee.,food/water,synthetic
Food supplies thikak one.,food/water,synthetic
Food supplies tikak one.,food/water,synthetic
Watura supply eka nawathla.,food/water,synthetic
Watura supply eka nawathila.,food/water,synthetic
Watura supply ek nawathila.,food/water,synthetic
Watura suupply eka nawthila.,food/water,synthetic
ape area ekt viyli ahara ewnn plwnd .,food/water,synthetic
ape area ekt viyali ahara eewnn plwnd .,food/water,synthetic
ape area ekt viyali ahara ewnn plwnd .,food/water,synthetic
ape area ekt viyalii ahara ewnn plwnd .,food/water,synthetic
Food and cleaan water help on.,food/water,synthetic
Food and clan water heelp one.,food/water,synthetic
Food and clean water help onee.,food/water,synthetic
Food and cleaan water help one.,food/water,synthetic
Apee gedara water ne.,food/water,synthetic
Ape geedara wather ne.,food/water,synthetic
Ape gedar waater ne.,food/water,synthetic
Ap gedara water n.,food/water,synthetic
Ikmanatha food saha watura one.,food/water,synthetic
Ikmanata fod saha watura oone.,food/water,synthetic
Ikmanata foood saha watura one.,food/water,synthetic
Ikmanata food saha waatura one.,food/water,synthetic
Api gedhara atule hira wela.,rescue/missing,synthetic
Api gedara aathule hira welaa.,rescue/missing,synthetic
Api gedara athul hira wela.,rescue/missing,synthetic
Api gedhara atule hira wela.,rescue/missing,synthetic
Rescue theam ekak ewanna please.,rescue/missing,synthetic
Rescue tem ekak ewanna please.,rescue/missing,synthetic
Rescue team eekak ewanna please.,rescue/missing,synthetic
Rescue team ecak ewanna pleaase.,rescue/missing,synthetic
Ape family eca stuck wela.,rescue/missing,synthetic
Ape family ek stuuck wela.,rescue/missing,synthetic
Ape family eka stuck vela.,rescue/missing,synthetic
Ape family eka stck wela.,rescue/missing,synthetic
Keenek missing wela.,rescue/missing,synthetic
Kenec missing wela.,rescue/missing,synthetic
Kenk missing vela.,rescue/missing,synthetic
Knek missing weela.,rescue/missing,synthetic
Ape nangi hoyganna ba.,rescue/missing,synthetic
Ape nangi hoyaganna baa.,rescue/missing,synthetic
Ape nangi hoyaganna b.,rescue/missing,synthetic
Ape nang hoyaganna ba.,rescue/missing,synthetic
Rescue heelp uurgently one.,rescue/missing,synthetic
Rescue help urgently oone.,rescue/missing,synthetic
Rescue help urgntly one.,rescue/missing,synthetic
Rescue help urgently on.,rescue/missing,synthetic
Gedara athul aya innawa.,rescue/missing,synthetic
Geedara athulee aya innawa.,rescue/missing,synthetic
Gedara athule aya innava.,rescue/missing,synthetic
Gedara athule aya innaawa.,rescue/missing,synthetic
Boat ekak onee me area ekata.,rescue/missing,synthetic
Boat ekak on me area ekata.,rescue/missing,synthetic
Boat ekaak one m area ekata.,rescue/missing,synthetic
Boat ekak onee me area ekata.,rescue/missing,synthetic
Apee thaththa missing.,rescue/missing,synthetic
Apee thaaththa missing.,rescue/missing,synthetic
Ape thaththa miissing.,rescue/missing,synthetic
Ape thaththa missng.,rescue/missing,synthetic
Lamayek hoyaganna help ekk one.,rescue/missing,synthetic
Lamayek hoyaganna help ekk one.,rescue/missing,synthetic
Lamayek hoyaganna help ekk one.,rescue/missing,synthetic
Lamayec hoyagnna help ekk one.,rescue/missing,synthetic
Apit eliyata enn baa.,rescue/missing,synthetic
Apit eliyata enna b.,rescue/missing,synthetic
Apit eliyaata enna ba.,rescue/missing,synthetic
Apit eliyata enn baa.,rescue/missing,synthetic
Rescue team eka me paththe enawadaa?,rescue/missing,synthetic
Rescue team eca me paththe enawadha?,rescue/missing,synthetic
Rescu team eka m paththe enawada?,rescue/missing,synthetic
Rescu team eca me paththe enawada?,rescue/missing,synthetic
Flood water nisa stuck wela.,rescue/missing,synthetic
Flood water nisa stck wela.,rescue/missing,synthetic
Flood water nisa sthuck wel.,rescue/missing,synthetic
Flod water nisa stuck wela.,rescue/missing,synthetic
Family membersla dennek missng.,rescue/missing,synthetic
Family memberslaa deennek missing.,rescue/missing,synthetic
Family membersla dhennek missing.,rescue/missing,synthetic
Family membersla dhennek missing.,rescue/missing,synthetic
Ape puta hoyaganna oone.,rescue/missing,synthetic
Ap puta hoyaganna one.,rescue/missing,synthetic
Ape puthaa hoyaganna one.,rescue/missing,synthetic
Ape putha hoyaganna one.,rescue/missing,synthetic
Gedhara atule wayasaka kenek innawa.,rescue/missing,synthetic
Gedara athule wayasak kenek innawa.,rescue/missing,synthetic
Gedara athule wayasakaa keenek innawa.,rescue/missing,synthetic
Geedara athule wayasaka kenek innawa.,rescue/missing,synthetic
Plase rescue caranna.,rescue/missing,synthetic
Please rescue karanna.,rescue/missing,synthetic
Please rescue kranna.,rescue/missing,synthetic
Please rescuee karanna.,rescue/missing,synthetic
Ap roof eke inne.,rescue/missing,synthetic
Ap roof eke inne.,rescue/missing,synthetic
Api roof eke inne.,rescue/missing,synthetic
Api roof ece inne.,rescue/missing,synthetic
"Watura godak wedi, rescu one.",rescue/missing,synthetic
"Watur godk wedi, rescue one.",rescue/missing,synthetic
"Watura godak wed, rescue one.",rescue/missing,synthetic
"Watura godak wdi, rescue one.",rescue/missing,synthetic
Missng person kenek hoyanawa.,rescue/missing,synthetic
Missing peerson kenek hoyanava.,rescue/missing,synthetic
Missing person kenek hoynawa.,rescue/missing,synthetic
Missing persoon kenek hoyanawa.,rescue/missing,synthetic
Ape amma hy gnn ba.,rescue/missing,synthetic
Ape amma hoy gnn ba.,rescue/missing,synthetic
Ape amma hoy gnn ba.,rescue/missing,synthetic
Ape amma hooy gnn ba.,rescue/missing,synthetic
Childh kenek hyaganna one.,rescue/missing,synthetic
Child kenek hoyaganna on.,rescue/missing,synthetic
Child kenek hoyaganna oone.,rescue/missing,synthetic
Child keenek hoyagaanna one.,rescue/missing,synthetic
Rescue boath ekk one.,rescue/missing,synthetic
Rescue booat ekak one.,rescue/missing,synthetic
Reskue boath ekak one.,rescue/missing,synthetic
Reskue boaat ekak one.,rescue/missing,synthetic
"Api stuck wla, help kranna.",rescue/missing,synthetic
"Ap stuck welaa, help karanna.",rescue/missing,synthetic
"Api stuuck wela, hlp karanna.",rescue/missing,synthetic
"Apii stuuck wela, help karanna.",rescue/missing,synthetic
Family eca contact karanna ba.,rescue/missing,synthetic
Family eca contact karann ba.,rescue/missing,synthetic
Family ek contact karanna b.,rescue/missing,synthetic
Family eka contact karanna baa.,rescue/missing,synthetic
Kenek watra gihn missing.,rescue/missing,synthetic
Knek watura gihin mssing.,rescue/missing,synthetic
Kenek watura gihin mssing.,rescue/missing,synthetic
Kenek watura gihin missng.,rescue/missing,synthetic
Rescue team ecak ikmanata onee.,rescue/missing,synthetic
Rscue team ekk ikmanata one.,rescue/missing,synthetic
Rescue team ekak ikmaanata one.,rescue/missing,synthetic
Rescue team eekak ikmanata one.,rescue/missing,synthetic
Ape gedara aaya trapped wela.,rescue/missing,synthetic
Ape gedhara aya trapped wela.,rescue/missing,synthetic
Ape geedara aya trapped wela.,rescue/missing,synthetic
Ape gedara ay trapped welaa.,rescue/missing,synthetic
Missing kenek genaa information thiyenawada?,rescue/missing,synthetic
Missing kenek gena information thiyenawada?,rescue/missing,synthetic
Missing keenek gena informathion thiyenawada?,rescue/missing,synthetic
Missing kenek gena informathion thiyenawad?,rescue/missing,synthetic
Api building ekee hira wela inne.,rescue/missing,synthetic
Api building eeke hira wel inne.,rescue/missing,synthetic
Api buiilding eke hira wela inne.,rescue/missing,synthetic
Ap building eke hira wela innee.,rescue/missing,synthetic
Child kenek mssing.,rescue/missing,synthetic
Child kenk missing.,rescue/missing,synthetic
Child cenek missiing.,rescue/missing,synthetic
Child knek missing.,rescue/missing,synthetic
Elderly person keneek missing.,rescue/missing,synthetic
Eldeerly person cenek missing.,rescue/missing,synthetic
Elderly person keneek missng.,rescue/missing,synthetic
Elderly persn kenek missing.,rescue/missing,synthetic
Pleas help us geth out.,rescue/missing,synthetic
Please help us get out.,rescue/missing,synthetic
Pleaase help us gt out.,rescue/missing,synthetic
Please heelp us get out.,rescue/missing,synthetic
Ape family mmbers trapped welaa.,rescue/missing,synthetic
Ap family members trapped welaa.,rescue/missing,synthetic
Apee family members trapped vela.,rescue/missing,synthetic
Ape family meembers trapped wela.,rescue/missing,synthetic
Rescue vehicle ekak onee.,rescue/missing,synthetic
Rescue vehicle ecak oone.,rescue/missing,synthetic
Rescuee vehicle ekak one.,rescue/missing,synthetic
Rescuee vhicle ekak one.,rescue/missing,synthetic
Floodhed area eke stuck wela.,rescue/missing,synthetic
Floooded area eke stuck weela.,rescue/missing,synthetic
Flooded area ek stuck wel.,rescue/missing,synthetic
Flooded ara eke stck wela.,rescue/missing,synthetic
Geedara athule 5 denek innawa.,rescue/missing,synthetic
Gedara athuule 5 denek innawa.,rescue/missing,synthetic
Gedara athule 5 denek innava.,rescue/missing,synthetic
Gedara athul 5 denek innawa.,rescue/missing,synthetic
Knek hoyaganna ba dan.,rescue/missing,synthetic
Keneek hoyaganna ba dan.,rescue/missing,synthetic
Kenek hoyaganna ba dan.,rescue/missing,synthetic
Kenek hoyaganna b dhan.,rescue/missing,synthetic
Reescue assistance one urgently.,rescue/missing,synthetic
Rescue assistance on urgeently.,rescue/missing,synthetic
Rescue assistance onee urgently.,rescue/missing,synthetic
Rescuee aassistance one urgently.,rescue/missing,synthetic
Api upakaraa balaporotthu wenawa.,rescue/missing,synthetic
Ap upakara balaporotthu wenawa.,rescue/missing,synthetic
Ap upakara balaporotthu wenawa.,rescue/missing,synthetic
Api upakara balporoththu wenaw.,rescue/missing,synthetic
Missng person report karanna one.,rescue/missing,synthetic
Missing person rport karanna one.,rescue/missing,synthetic
Miissing person report karanna one.,rescue/missing,synthetic
Missing person repoort karann one.,rescue/missing,synthetic
Ape broter missing welaa.,rescue/missing,synthetic
Ap broter missing wela.,rescue/missing,synthetic
Ape brother missing wel.,rescue/missing,synthetic
Ap brother missing vela.,rescue/missing,synthetic
Lamaya school idala awe ne.,rescue/missing,synthetic
